item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Regular,FDZ35,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0222,11.35,105.20,4.3
Regular,FDD38,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.31,100.37,4.3
Regular,FDU01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0119,12.31,184.79,4.3
Regular,FDC29,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0241,12.87,112.72,4.3
Regular,FDD41,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0868,12.87,106.23,4.3
Regular,FDA08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0498,13.23,164.25,4.3
Regular,FDQ07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0870,13.23,219.85,4.3
Regular,FDQ31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0536,13.23,89.79,4.3
Regular,FDL03,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0269,12.82,197.71,4.3
Regular,FDO27,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1782,12.82,95.78,4.3
Regular,FDJ33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0879,12.99,121.17,4.3
Regular,FDW09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0258,12.99,80.23,4.3
Regular,FDZ21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0390,12.99,95.64,4.3
Regular,DRZ11,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1121,11.85,123.04,4.3
Regular,FDW39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0646,12.82,176.94,4.2
Low Fat,NCO17,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1285,13.14,117.94,4.2
Low Fat,FDJ22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0925,12.99,190.95,4.2
Low Fat,NCW53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0534,13.14,193.82,4.2
Low Fat,FDW24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0657,12.28,48.90,4.2
Low Fat,FDS26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0890,13.43,260.56,4.2
Regular,FDB38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0000,12.31,160.69,4.2
Low Fat,FDE22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0518,12.99,157.89,4.2
Low Fat,FDL46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0538,12.99,117.75,4.2
Low Fat,NCZ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1649,13.39,255.27,4.2
Regular,FDV56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0135,13.23,106.26,4.2
Regular,FDL24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0248,12.28,172.34,4.2
Regular,FDU44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0581,13.23,162.16,4.2
Regular,FDZ08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1095,13.23,84.16,4.2
Regular,FDN52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1309,12.87,86.92,4.2
Low Fat,FDH33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2131,12.99,44.94,4.2
Low Fat,FDK24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1774,12.28,46.67,4.2
Low Fat,FDN60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1666,12.28,157.66,4.2
Low Fat,FDW36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0997,12.28,107.46,4.2
Low Fat,FDR23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.1432,11.35,175.84,4.2
Low Fat,FDA13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.1375,12.31,38.85,4.2
Low Fat,FDH38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0183,12.31,115.28,4.2
Low Fat,FDS01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0311,12.31,179.67,4.2
Low Fat,FDY13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0527,12.31,74.97,4.2
Low Fat,FDL40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0000,12.87,98.24,4.2
Low Fat,NCK05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1356,13.14,61.15,4.2
Low Fat,NCM05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1048,13.14,266.02,4.2
Low Fat,NCY29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1352,13.14,56.29,4.2
Low Fat,NCG30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1967,13.39,125.80,4.2
Low Fat,FDG31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0664,12.82,65.08,4.2
Low Fat,FDV15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.2559,12.82,103.36,4.2
Low Fat,FDE46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0276,12.99,149.54,4.2
Low Fat,DRF25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.0682,11.85,36.02,4.2
Low Fat,DRF49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.1244,11.85,112.05,4.2
Low Fat,DRH37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.0729,11.85,165.25,4.2
Regular,FDH14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0820,12.31,142.08,4.2
Regular,FDE51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.1689,13.43,43.41,4.2
Regular,FDL52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0807,12.87,39.85,4.2
Regular,FDY28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2664,12.87,215.62,4.2
Regular,FDE56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.2787,13.23,63.22,4.2
Regular,FDH45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1850,13.23,42.38,4.2
Regular,FDH56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1117,13.23,115.95,4.2
Regular,FDO56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0788,13.23,116.38,4.2
Regular,FDT55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0764,13.23,155.89,4.2
Regular,FDY03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.1333,12.82,112.62,4.2
Regular,FDS21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0366,12.99,62.72,4.2
Low Fat,FDN24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1127,12.28,54.30,4.2
Low Fat,FDA23,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0470,12.28,101.30,4.2
Low Fat,FDA36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0056,12.28,184.99,4.2
Low Fat,FDK48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0374,12.28,76.74,4.2
Low Fat,FDZ60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1188,12.28,108.56,4.2
Low Fat,FDO37,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0213,12.77,229.13,4.2
Low Fat,DRI51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0420,13.43,172.68,4.2
Low Fat,FDB52,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0303,13.43,256.77,4.2
Low Fat,FDB05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0828,12.87,245.88,4.2
Low Fat,FDA20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0663,13.23,186.82,4.2
Low Fat,FDH32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0757,13.23,98.24,4.2
Low Fat,FDL08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0495,13.23,245.41,4.2
Low Fat,FDP56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0463,13.23,47.47,4.2
Low Fat,FDV43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0765,13.23,43.41,4.2
Low Fat,DRJ47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0440,11.40,173.31,4.2
Low Fat,NCB42,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0085,13.14,116.95,4.2
Low Fat,NCI17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1427,13.14,95.14,4.2
Low Fat,NCL29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1134,13.14,156.96,4.2
Low Fat,NCM17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0708,13.14,46.41,4.2
Low Fat,NCS53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0893,13.14,157.36,4.2
Low Fat,NCW29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0287,13.14,131.83,4.2
Low Fat,NCY29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0769,13.14,55.99,4.2
Low Fat,NCE54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0268,13.39,77.04,4.2
Low Fat,NCI18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0140,13.39,222.37,4.2
Low Fat,NCN18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1241,13.39,111.75,4.2
Low Fat,FDK27,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0089,12.82,120.98,4.2
Low Fat,NCI31,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0809,13.85,37.52,4.2
Low Fat,FDB59,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0152,12.99,197.21,4.2
Low Fat,FDE58,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.99,119.81,4.2
Low Fat,FDM21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0641,12.99,256.16,4.2
Low Fat,FDN57,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0540,12.99,141.22,4.2
Low Fat,FDR45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.99,240.62,4.2
Low Fat,FDT46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0307,12.99,50.50,4.2
Low Fat,FDT57,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0189,12.99,236.02,4.2
Low Fat,FDZ58,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0519,12.99,121.01,4.2
Low Fat,DRI25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0337,11.85,56.66,4.2
Low Fat,DRJ37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0608,11.85,150.80,4.2
Low Fat,FDC35,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1222,13.69,207.56,4.2
Regular,FDA35,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0536,12.28,122.21,4.2
Regular,FDM24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0789,12.28,152.74,4.2
Regular,FDU12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0754,12.28,262.76,4.2
Regular,FDE50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0161,12.31,189.36,4.2
Regular,FDY37,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0264,12.31,143.65,4.2
Regular,FDI27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0458,13.43,43.87,4.2
Regular,FDL39,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0630,13.43,181.63,4.2
Regular,FDW26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1065,13.43,222.38,4.2
Regular,FDE05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0323,12.87,144.01,4.2
Regular,FDW04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.87,130.53,4.2
Regular,FDR55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1314,13.23,189.19,4.2
Regular,FDZ43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0568,13.23,241.25,4.2
Regular,FDE10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0895,12.99,133.16,4.2
Regular,FDJ58,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1048,12.99,172.28,4.2
Regular,FDM22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0418,12.99,53.46,4.2
Regular,FDU21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0763,12.99,32.86,4.2
Regular,FDW12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0354,12.28,144.54,4.1
Regular,FDV13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0275,12.31,87.99,4.1
Low Fat,FDY31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0434,13.23,146.64,4.1
Regular,FDO01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0206,12.77,129.40,4.1
Regular,FDO11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0301,11.35,248.81,4.1
Low Fat,FDV02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0603,13.43,170.71,4.1
Regular,FDP48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0438,12.28,181.40,4.1
Regular,FDM36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0584,12.28,172.14,4.1
Low Fat,FDQ23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.0429,11.35,102.93,4.1
Low Fat,FDW01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.1122,12.31,154.47,4.1
Low Fat,FDF52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1169,12.87,183.33,4.1
Low Fat,FDO28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1266,12.87,122.41,4.1
Low Fat,NCA53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0173,13.14,47.10,4.1
Low Fat,NCL41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0731,13.14,34.32,4.1
Low Fat,NCS29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1218,13.14,264.19,4.1
Low Fat,NCZ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1018,13.14,104.70,4.1
Low Fat,NCH07,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1622,13.39,160.46,4.1
Low Fat,NCM54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0892,13.39,128.97,4.1
Low Fat,NCQ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0688,13.39,127.97,4.1
Low Fat,NCW42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1024,13.39,221.25,4.1
Low Fat,FDK45,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.0593,12.55,111.59,4.1
Low Fat,FDC47,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2082,12.99,228.17,4.1
Low Fat,FDD46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2473,12.99,152.40,4.1
Low Fat,FDH34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0544,12.99,184.66,4.1
Low Fat,FDQ57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0489,12.99,144.48,4.1
Low Fat,FDR46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2441,12.99,148.08,4.1
Low Fat,FDV09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0360,12.99,148.07,4.1
Low Fat,FDZ10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0778,12.99,127.20,4.1
Regular,FDB49,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0528,12.28,98.54,4.1
Regular,FDR12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0552,12.28,172.48,4.1
Regular,FDX47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.0606,11.35,156.83,4.1
Regular,FDK26,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.0563,12.31,184.62,4.1
Regular,FDV01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.1487,12.31,155.13,4.1
Regular,FDB04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.1107,13.43,88.69,4.1
Regular,FDF57,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1030,13.23,169.94,4.1
Regular,FDQ08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0331,13.23,62.75,4.1
Regular,FDU44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1023,13.23,162.36,4.1
Regular,FDX32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1748,13.23,142.88,4.1
Regular,FDS27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0218,12.82,194.71,4.1
Regular,FDO10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0000,12.99,58.76,4.1
Regular,FDY16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1615,12.87,186.23,4.1
Low Fat,FDT08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0490,13.23,148.71,4.1
Low Fat,NCZ30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0261,13.39,121.91,4.1
Low Fat,FDA39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0127,12.82,37.88,4.1
Low Fat,FDV03,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0578,12.82,156.23,4.1
Low Fat,FDM14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0132,12.31,108.93,4.1
Low Fat,FDP25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0211,12.31,217.08,4.1
Low Fat,FDP38,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0319,12.31,51.60,4.1
Low Fat,FDF16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0857,12.87,146.61,4.1
Low Fat,FDT20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0412,13.23,39.12,4.1
Low Fat,FDV07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0311,13.23,111.02,4.1
Low Fat,DRM35,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0701,11.40,179.43,4.1
Low Fat,NCB06,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0819,13.14,161.49,4.1
Low Fat,NCU17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0924,13.14,101.67,4.1
Low Fat,NCB19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0899,13.39,84.59,4.1
Low Fat,NCM54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0507,13.39,125.67,4.1
Low Fat,NCR18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0204,13.39,44.41,4.1
Low Fat,NCS06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0316,13.39,260.99,4.1
Low Fat,FDS03,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0792,12.82,65.88,4.1
Low Fat,NCL31,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1197,13.85,143.05,4.1
Low Fat,NCO55,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0906,13.85,106.69,4.1
Low Fat,FDH09,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0558,12.55,52.50,4.1
Low Fat,FDT22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1116,12.99,59.82,4.1
Low Fat,FDW45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0388,12.99,147.74,4.1
Low Fat,DRC25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,11.85,87.39,4.1
Low Fat,DRD12,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,11.85,89.41,4.1
Low Fat,DRG48,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0145,11.85,143.91,4.1
Low Fat,FDD35,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0257,13.69,120.74,4.1
Regular,FDL12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1210,12.28,59.42,4.1
Regular,FDH02,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.31,91.85,4.1
Regular,FDJ26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0844,12.31,215.52,4.1
Regular,FDC16,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0205,13.43,88.25,4.1
Regular,FDW02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0375,13.43,124.37,4.1
Regular,FDA28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0476,12.87,125.74,4.1
Regular,FDN04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0140,12.87,178.13,4.1
Regular,FDQ40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0359,12.87,176.87,4.1
Regular,FDS28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0820,12.87,59.26,4.1
Regular,FDA55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0567,13.23,223.81,4.1
Regular,FDB56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,13.23,188.26,4.1
Regular,FDF44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0594,13.23,131.00,4.1
Regular,FDF57,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0585,13.23,168.64,4.1
Regular,FDG34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0374,12.99,107.83,4.1
Regular,FDU46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0111,12.99,85.35,4.1
Regular,DRL01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0768,11.85,231.90,4.1
Regular,FDE35,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,13.69,59.89,4.1
low fat,FDM56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0699,13.23,110.99,4.1
Low Fat,FDP10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1275,12.99,107.76,4.0
Regular,FDY40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1503,12.87,51.07,4.0
Low Fat,FDU04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0097,12.87,120.04,4.0
Low Fat,DRM47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0436,11.40,192.88,4.0
Low Fat,FDQ04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1484,12.87,41.58,4.0
Low Fat,FDC41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2047,12.87,76.87,4.0
Regular,FDN39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0652,12.82,166.08,4.0
Low Fat,FDN48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0646,12.28,90.08,4.0
Regular,FDO52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0768,12.87,172.11,4.0
Regular,FDC10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0725,12.99,120.31,4.0
Low Fat,FDO36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0775,12.28,180.87,4.0
Regular,FDI41,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0620,12.87,145.14,4.0
Low Fat,NCP06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0391,13.39,152.34,4.0
Low Fat,NCX06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0275,13.39,181.60,4.0
Low Fat,FDL36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1332,12.28,91.08,4.0
Low Fat,FDV23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.1853,11.35,125.60,4.0
Low Fat,FDO13,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.1069,12.77,162.85,4.0
Low Fat,FDE02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.2123,12.31,92.28,4.0
Low Fat,DRE15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.0311,13.43,74.80,4.0
Low Fat,FDA38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.0446,13.43,241.15,4.0
Low Fat,FDD39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.1228,13.43,217.69,4.0
Low Fat,FDD05,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0291,12.87,122.01,4.0
Low Fat,FDM28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0791,12.87,181.47,4.0
Low Fat,FDC45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.2377,13.23,170.21,4.0
Low Fat,FDL20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.2248,13.23,112.79,4.0
Low Fat,NCS53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1572,13.14,156.86,4.0
Low Fat,NCW29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0505,13.14,130.03,4.0
Low Fat,NCF19,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0615,13.39,48.60,4.0
Low Fat,NCF31,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0908,13.39,153.10,4.0
Low Fat,NCI06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0835,13.39,179.17,4.0
Low Fat,NCI31,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.1424,13.85,36.42,4.0
Low Fat,NCM43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.0341,13.85,162.62,4.0
